Wavenumber,ImaginaryRefractiveIndex
7471.0881853024,5.010000170304e-05
7470.60605544317,5.010000170304e-05
7470.12392558394,5.010000170304e-05
7469.64179572471,4.999987148736e-05
7469.15966586549,4.990024697984e-05
7468.67753600626,4.990024697984e-05
7468.19540614703,4.999987148736e-05
7467.7132762878,4.999987148736e-05
7467.23114642857,5.010000170304e-05
7466.74901656934,5.010000170304e-05
7466.26688671011,5.010000170304e-05
7465.78475685089,5.010000170304e-05
7465.30262699166,5.010000170304e-05
7464.82049713243,5.010000170304e-05
7464.3383672732,4.990024697984e-05
7463.85623741397,4.980011676416e-05
7463.37410755474,4.980011676416e-05
7462.89197769552,4.990024697984e-05
7462.40984783629,4.990024697984e-05
7461.92771797706,4.999987148736e-05
7461.44558811783,4.990024697984e-05
7460.9634582586,4.980011676416e-05
7460.48132839937,4.969998654848e-05
7459.99919854015,4.95998563328e-05
7459.51706868092,4.95998563328e-05
7459.03493882169,4.969998654848e-05
7458.55280896246,4.990024697984e-05
7458.07067910323,4.999987148736e-05
